gene,odds_ratio,p_value,clinical_present,wastewater_present,fdr_corrected_p
gb|AKH90740.1|ARO:3001607|OXA-416,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|QOI60719.1|ARO:3008723|OXA-933,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|WP_144376393.1|ARO:3006086|OXA-894,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AGD91915.1|ARO:3001778|OXA-232,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|XHO32915.1|ARO:3008714|OXA-1304,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AGC60013.1|ARO:3001787|OXA-245,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AEP16366.1|ARO:3001784|OXA-181,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AAR89917.1|ARO:3001812|OXA-54,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AAP70012.1|ARO:3001782|OXA-48,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|ADG27454.1|ARO:3001776|OXA-162,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|ADY06444.1|ARO:3001783|OXA-163,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AGC70814.1|ARO:3001791|OXA-247,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AFU91598.1|ARO:3001788|OXA-204,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AGC60012.1|ARO:3001786|OXA-244,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|AFC95894.1|ARO:3001814|OXA-199,0.0,4.906686958542125e-09,39,0,1.7060324394931033e-08
gb|CAQ53849.2|ARO:3004552|dfrA30,0.0,6.7044873338033435e-09,38,0,2.3079931595533337e-08
gb|ABB89122.1|ARO:3002861|dfrA5,0.0,6.7044873338033435e-09,38,0,2.3079931595533337e-08
gb|ABB71176.1|ARO:3003020|dfrA25,0.0,6.7044873338033435e-09,38,0,2.3079931595533337e-08
gb|ANN23980.1|ARO:3004554|dfrA29,0.0,6.7044873338033435e-09,38,0,2.3079931595533337e-08
gb|AHK10285.1|ARO:3002859|dfrA14,0.0,6.7044873338033435e-09,38,0,2.3079931595533337e-08
gb|AEH26330.1|ARO:3005009|qacE,0.0,1.6303028407998148e-08,37,0,5.5900700173669537e-08
gb|AAC44316.1|ARO:3005010|qacEdelta1,0.0,1.6303028407998148e-08,37,0,5.5900700173669537e-08
gb|AEJ33969.1|ARO:3000410|sul1,0.0,2.4583977129536967e-08,36,0,8.412860023618666e-08
gb|ACJ47200.1|ARO:3002612|aadA12,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|ABD58917.1|ARO:3002615|aadA15,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|AET15272.1|ARO:3003197|aadA25,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|AAN87151.1|ARO:3002618|aadA21,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|ACK43806.1|ARO:3002617|aadA17,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|ABW91178.1|ARO:3002613|aadA13,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|AAF27727.1|ARO:3002602|aadA2,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|CAH10847.1|ARO:3002620|aadA23,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|ABG72894.1|ARO:3002621|aadA24,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|CAK12750.1|ARO:3002619|aadA22,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|CAJ13568.1|ARO:3004704|aadA8b,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|AAO49597.1|ARO:3002601|aadA,0.0,1.3263390339468558e-07,34,0,4.4339079458531694e-07
gb|AAL59753.1|ARO:3000412|sul2,0.0,1.732043417516048e-07,33,0,5.75688760419606e-07
gb|AAN41439.1|ARO:3002608|aadA8,0.0,1.732043417516048e-07,33,0,5.75688760419606e-07
gb|AAC14728.1|ARO:3002603|aadA3,0.0,1.732043417516048e-07,33,0,5.75688760419606e-07
gb|AAN41430.1|ARO:3001578|OXA-392,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AAK52604.1|ARO:3001425|OXA-31,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|WP_069280711.1|ARO:3005764|OXA-534,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AET05998.1|ARO:3001399|OXA-4,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|WP_179284339.1|ARO:3006107|OXA-921,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|WP_122630857.1|ARO:3005883|OXA-675,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AFB82783.1|ARO:3001396|OXA-1,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|ALL27283.1|ARO:3001452|OXA-140,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|WP_110612827.1|ARO:3005996|OXA-796,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AEQ73521.1|ARO:3001806|OXA-224,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AGR55864.1|ARO:3001793|OXA-320,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AAG23871.1|ARO:3001427|OXA-33,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|BDB58062.1|ARO:3008461|OXA-1042,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AAP69225.1|ARO:3001781|OXA-47,0.0,1.08767733371892e-06,30,0,3.5207465932879225e-06
gb|AAM92461.1|ARO:3002680|catB8,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|AFQ93498.1|ARO:3002676|catB3,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|ACL13298.1|ARO:3003110|catB10,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|CAA11473.1|ARO:3002678|Paer_catB6,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|AID93387.1|ARO:3004660|catB11,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|AAP15294.1|ARO:3002675|catB2,0.0,2.321879058807438e-06,29,0,7.4325833340053606e-06
gb|AAS13767.1|ARO:3003839|Mrx,0.0,5.543752383944085e-06,28,0,1.7680901445115785e-05
gb|BAA03776.1|ARO:3000316|mphA,0.0,5.543752383944085e-06,28,0,1.7680901445115785e-05
gb|ABF47469.1|ARO:3002790|QnrS1,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AFM45990.1|ARO:3004624|QnrS11,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|OIZ71829.1|ARO:3004625|QnrS12,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|ABF47470.1|ARO:3002791|QnrS2,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AZP56652.1|ARO:3004627|QnrS15,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AEG74319.1|ARO:3002794|QnrS5,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AEG74318.1|ARO:3002795|QnrS6,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AHF20043.1|ARO:3002798|QnrS9,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AHE41345.1|ARO:3002797|QnrS8,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AHE41344.1|ARO:3002796|QnrS7,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|ABU52984.1|ARO:3002792|QnrS3,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|ACJ24509.1|ARO:3002793|QnrS4,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|AEU11363.1|ARO:3004622|QnrS10,0.0,6.1186151434346725e-06,27,0,1.905888199974714e-05
gb|CAF31623.1|ARO:3005354|dfr22,0.0,2.9067374658399602e-05,25,0,8.973646802904503e-05
gb|AGY30828.1|ARO:3003018|dfrA22,0.0,2.9067374658399602e-05,25,0,8.973646802904503e-05
gb|CAP69659.1|ARO:3003017|dfrA21,0.0,2.9067374658399602e-05,25,0,8.973646802904503e-05
gb|ADG84870.1|ARO:3002858|dfrA12,0.0,2.9067374658399602e-05,25,0,8.973646802904503e-05
gb|CAA90683.1|ARO:3003012|dfrA13,0.0,2.9067374658399602e-05,25,0,8.973646802904503e-05
gb|AAC64366.1|ARO:3002847|arr-2,0.0,6.235994308516356e-05,23,0,0.00019183422207935953
gb|ACD56151.1|ARO:3002848|arr-3,0.0,6.235994308516356e-05,23,0,0.00019183422207935953
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,0.07038123167155426,0.0008516542569179124,22,1,0.002615256877438191
gb|AAN06707.1|ARO:3000165|tet(A),0.0,0.0011418660362967148,17,0,0.0034879182622795774
gb|WP_156404658.1|ARO:3006087|OXA-896,0.0,0.0011418660362967148,17,0,0.0034879182622795774
gb|AAA98406.1|ARO:3001404|OXA-9,0.0,0.0011418660362967148,17,0,0.0034879182622795774
gb|AAC23556.1|ARO:3002660|APH(6)-Id,0.07526881720430108,0.0015401402875642194,21,1,0.004696209839936591
gb|ABS70977.1|ARO:3004623|AAC(3)-IId,0.0,0.002445409887126867,15,0,0.007391613508998458
gb|CAA38525.1|ARO:3002535|AAC(3)-IIc,0.0,0.002445409887126867,15,0,0.007391613508998458
gb|CAA31895.1|ARO:3002533|AAC(3)-IIa,0.0,0.002445409887126867,15,0,0.007391613508998458
gb|ABS70978.1|ARO:3004621|AAC(3)-IIe,0.0,0.002445409887126867,15,0,0.007391613508998458
gb|AFJ11385.1|ARO:3002666|rmtF,0.0,0.002445409887126867,15,0,0.007391613508998458
gb|BAM84089.1|ARO:3002358|NDM-8,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AEA41876.1|ARO:3000590|NDM-2,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WP_069953510.1|ARO:3006890|AFM-1,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AYP70146.1|ARO:3004870|NDM-27,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AYF56302.1|ARO:3004868|NDM-25,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AEN03071.1|ARO:3000467|NDM-5,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|BAQ02518.1|ARO:3003182|NDM-13,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AWU66463.1|ARO:3004867|NDM-24,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|BAO79439.1|ARO:3002362|NDM-12,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AWU66462.1|ARO:3004866|NDM-23,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AWI33311.1|ARO:3004865|NDM-22,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AOT73359.1|ARO:3004093|NDM-17,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WP_156404655.1|ARO:3004869|NDM-26,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AEX08599.1|ARO:3002356|NDM-6,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|APZ75411.1|ARO:3004861|NDM-18,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AQY45923.1|ARO:3004863|NDM-20,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|BFJ38853.1|ARO:3008414|NDM-69,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|BFO05841.1|ARO:3008072|AFM-5,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ABI20451.1|ARO:3003741|mphE,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ASC49561.1|ARO:3004862|NDM-19,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ATJ25942.1|ARO:3004864|NDM-21,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WP_197749405.1|ARO:3005700|NDM-30,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ACB05808.1|ARO:3003109|msrE,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WP_204376224.1|ARO:3006891|AFM-2,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|HDV0005713.1|ARO:3008408|NDM-61,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UVJ50740.1|ARO:3007443|NDM-44,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|EMM3083081.1|ARO:3008398|NDM-50,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|XFH17881.1|ARO:3008417|NDM-72,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|XFH17879.1|ARO:3008416|NDM-71,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AFQ31613.1|ARO:3002357|NDM-7,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UTQ48691.1|ARO:3007220|NDM-43,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UZC76856.1|ARO:3007444|NDM-45,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|CAZ39946.1|ARO:3000589|NDM-1,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UZC76857.1|ARO:3007445|NDM-46,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WP_197749406.1|ARO:3005701|NDM-31,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UZC76860.1|ARO:3008396|NDM-48,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AFK80349.1|ARO:3002354|NDM-3,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WXH45425.1|ARO:3008413|NDM-68,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|XBS36002.1|ARO:3008415|NDM-70,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AGU91756.1|ARO:3002359|NDM-9,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|MBT0799486.1|ARO:3007213|NDM-36,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AGT37351.1|ARO:3002360|NDM-10,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|XHO32900.1|ARO:3008419|NDM-74,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|XHO32899.1|ARO:3008418|NDM-73,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QTH36338.1|ARO:3008070|AFM-3,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QFZ95817.1|ARO:3005131|NDM-29,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QVU28093.1|ARO:3007211|NDM-34,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QVU28098.1|ARO:3007212|NDM-35,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QWO25674.1|ARO:3007215|NDM-38,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QYZ89892.1|ARO:3007216|NDM-39,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QAT97614.1|ARO:3004871|NDM-28,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|QYZ89893.1|ARO:3007217|NDM-40,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UAX43328.1|ARO:3007218|NDM-41,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UBU60937.1|ARO:3007023|NDM-33,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UIC51886.1|ARO:3008071|AFM-4,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ULB43298.1|ARO:3007214|NDM-37,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UOU25745.1|ARO:3007219|NDM-42,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WXH45424.1|ARO:3008412|NDM-67,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WXB24425.1|ARO:3008411|NDM-66,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|UZC76858.1|ARO:3007447|NDM-47,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WVW91587.1|ARO:3008410|NDM-65,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WJL30768.1|ARO:3008407|NDM-60,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AKZ20823.1|ARO:3003664|NDM-16a,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WIF29698.1|ARO:3008406|NDM-58,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AFB82585.1|ARO:3002355|NDM-4,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WGO19550.1|ARO:3008405|NDM-57,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WGO19549.1|ARO:3008404|NDM-56,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AKF43458.1|ARO:3003663|NDM-15,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WEY36504.1|ARO:3008403|NDM-55,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WEM34775.1|ARO:3008400|NDM-52,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|BCO01847.1|ARO:3007202|NDM-16b,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WEG44271.1|ARO:3008401|NDM-53,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WVS53334.1|ARO:3008409|NDM-64,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WEG44272.1|ARO:3008402|NDM-54,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AJE61443.1|ARO:3002361|NDM-11,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WAS27907.1|ARO:3008397|NDM-49,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|AJP18054.1|ARO:3003183|NDM-14,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|WEG43790.1|ARO:3008399|NDM-51,0.0,0.008237214566962654,13,0,0.021919581708098473
gb|ADW54092.1|ARO:3002761|QnrB46,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00451.1|ARO:3002748|QnrB33,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL31272.1|ARO:3002756|QnrB41,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADN94685.1|ARO:3002740|QnrB25,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00450.1|ARO:3002747|QnrB32,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|CAP45903.1|ARO:3002733|QnrB18,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEH59666.1|ARO:3002741|QnrB26,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADQ43424.1|ARO:3002746|QnrB31,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABO93588.1|ARO:3002715|QnrB2,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00461.1|ARO:3002753|QnrB38,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABP87778.1|ARO:3002720|QnrB6,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABS30107.1|ARO:3002725|QnrB11,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABP88094.1|ARO:3002723|QnrB9,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|CAP45902.1|ARO:3002732|QnrB17,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABX72227.1|ARO:3002730|QnrB15,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABX72044.1|ARO:3002728|QnrB14,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADM52194.1|ARO:3002745|QnrB30,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADI46626.1|ARO:3002739|QnrB24,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABW03157.2|ARO:3002722|QnrB8,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|CCI51002.2|ARO:3002767|QnrB54,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ACS71747.1|ARO:3002738|QnrB23,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ACS71746.1|ARO:3002737|QnrB22,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADM52186.1|ARO:3002742|QnrB27,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|EFE09657.1|ARO:3002754|QnrB39,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABX72042.1|ARO:3002727|QnrB13,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00459.1|ARO:3002752|QnrB37,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00458.1|ARO:3002751|QnrB36,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|CAO82104.1|ARO:3002726|QnrB12,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADM52188.1|ARO:3002743|QnrB28,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00456.1|ARO:3002750|QnrB35,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEL00452.1|ARO:3002749|QnrB34,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ADM52193.1|ARO:3002744|QnrB29,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ACM50952.1|ARO:3002736|QnrB21,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABW03156.3|ARO:3002721|QnrB7,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABV66096.1|ARO:3002731|QnrB16,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43630.1|ARO:3002781|QnrB69,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFR46589.1|ARO:3002771|QnrB58,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFY16910.1|ARO:3002775|QnrB62,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGK90303.1|ARO:3002734|QnrB19,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFU25656.1|ARO:3002765|QnrB50,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43625.1|ARO:3002776|QnrB64,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFU25658.1|ARO:3002762|QnrB47,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43626.1|ARO:3002777|QnrB65,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43627.1|ARO:3002778|QnrB66,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43628.1|ARO:3002779|QnrB67,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AHE41343.1|ARO:3002768|QnrB55,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43629.1|ARO:3002780|QnrB68,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFH88686.1|ARO:3002763|QnrB48,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AKI82195.1|ARO:3003187|QnrB75,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AKO62869.1|ARO:3003189|QnrB77,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AKO62870.1|ARO:3003190|QnrB78,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AKO62872.1|ARO:3003192|QnrB80,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43631.1|ARO:3002782|QnrB70,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGN92479.1|ARO:3002784|QnrB72,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFD54601.1|ARO:3002764|QnrB49,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGL43632.1|ARO:3002783|QnrB71,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AGT59159.1|ARO:3002785|QnrB73,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|WP_063866081.1|ARO:3002755|QnrB40,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFR46590.1|ARO:3002772|QnrB59,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFR46588.1|ARO:3002770|QnrB57,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABC17628.1|ARO:3002719|QnrB5,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|APC93960.1|ARO:3004636|qnrE1,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABC17630.3|ARO:3002718|QnrB4,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABC86904.2|ARO:3002714|QnrB1,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AEQ94272.1|ARO:3002757|QnrB42,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|BAG55487.1|ARO:3002735|QnrB20,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABG56269.1|ARO:3002724|QnrB10,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|ABC17629.1|ARO:3002716|QnrB3,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AFR46587.1|ARO:3002769|QnrB56,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AQV34023.1|ARO:3004637|qnrE2,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|BAN04743.1|ARO:3002773|QnrB60,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|WP_063866109.1|ARO:3002760|QnrB45,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|WP_063866105.1|ARO:3002759|QnrB44,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|WP_063866099.1|ARO:3002758|QnrB43,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|BBW41109.1|ARO:3003188|QnrB76,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|BAN04737.1|ARO:3002774|QnrB61,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|AHX97725.1|ARO:3002786|QnrB74,0.10056925996204934,0.010245613038962596,17,1,0.024384277945953502
gb|XCN99469.1|ARO:3008347|KPC-230,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|UPY21302.1|ARO:3008254|KPC-126,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|URC16702.1|ARO:3008255|KPC-127,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|UOX08352.1|ARO:3008253|KPC-124,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|URC16703.1|ARO:3007446|KPC-100,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|URC16704.1|ARO:3008256|KPC-128,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|USG13864.1|ARO:3008257|KPC-129,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|UNN26644.1|ARO:3007196|KPC-123,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|UNN26056.1|ARO:3008252|KPC-122,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|USK12023.1|ARO:3008258|KPC-130,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|USV27793.1|ARO:3008324|KPC-201,0.0,0.015784201076771268,11,0,0.028496970726532938
gb|UXO99695.1|ARO:3008268|KPC-142,0.0,0.015784201076771268,11,0,0.028496970726532938
